player_name,team_abbr,pos,age,G,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,USG%,WS,WS/48,BPM,VORP,salary,team_name,wins,losses,Win_PCT,home_record,road_record,conference,overall_rank,ws_per_million
Royce O'Neale,PHO,SF,31.0,75.0,22.0,24.5,0.423,0.406,0.731,4.7,2.2,0.9,0.5,0.9,9.1,12.6,0.585,15.5,2.8,0.073,0.1,1.0,9821429,Phoenix Suns,36,46,0.439,24-17,12-29,West,21,0.285090896650579
Draymond Green,GSW,PF,34.0,68.0,66.0,29.2,0.424,0.325,0.687,6.1,5.6,1.5,1.0,2.6,9.0,12.4,0.534,15.9,3.7,0.088,0.5,1.3,24107143,Golden State Warriors,48,34,0.585,24-17,24-17,West,11,0.1534814805719616
Al Horford,BOS,C,38.0,60.0,42.0,27.7,0.423,0.363,0.895,6.2,2.1,0.6,0.9,0.8,9.0,12.9,0.563,13.8,4.4,0.129,1.2,1.3,9500000,Boston Celtics,61,21,0.744,28-13,33-8,East,3,0.46315789473684216
Julian Strawther,DEN,SG,22.0,65.0,4.0,21.3,0.432,0.349,0.822,2.2,1.3,0.6,0.2,0.9,9.0,9.5,0.559,17.8,1.3,0.043,-4.5,-0.9,2552520,Denver Nuggets,50,32,0.61,26-15,24-17,West,6,0.5093006127278141
Patrick Williams,CHI,PF,23.0,63.0,36.0,25.0,0.397,0.353,0.723,3.8,2.0,0.8,0.5,1.4,9.0,9.0,0.512,16.9,0.4,0.012,-3.7,-0.7,18500000,Chicago Bulls,39,43,0.476,18-23,21-20,East,18,0.021621621621621623
Clint Capela,ATL,C,30.0,55.0,41.0,21.4,0.559,0.0,0.536,8.5,1.1,0.6,1.0,0.9,8.9,17.7,0.564,16.7,3.2,0.131,-1.0,0.3,22265280,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,0.14372152517282513
Johnny Juzang,UTA,SG,23.0,64.0,18.0,19.8,0.429,0.376,0.849,2.9,1.1,0.6,0.1,0.6,8.9,11.8,0.573,17.6,1.6,0.06,-2.3,-0.1,3087519,Utah Jazz,17,65,0.207,10-31,7-34,West,30,0.5182154344637232
Luke Kennard,MEM,SG,28.0,65.0,11.0,22.6,0.478,0.433,0.895,2.8,3.3,0.8,0.1,1.1,8.9,13.6,0.631,14.5,3.9,0.127,1.1,1.2,9250000,Memphis Grizzlies,48,34,0.585,26-15,22-19,West,11,0.4216216216216216
Justin Champagnie,WAS,SF,23.0,62.0,31.0,21.6,0.511,0.383,0.685,5.7,1.0,1.0,0.6,0.9,8.8,15.7,0.614,15.6,2.8,0.1,-0.5,0.5,1800000,Washington Wizards,18,64,0.22,8-32,10-31,East,29,1.5555555555555554
Svi Mykhailiuk,UTA,SF,27.0,38.0,13.0,20.0,0.391,0.345,0.8,2.4,2.0,0.5,0.2,1.4,8.8,9.8,0.526,20.3,-0.1,-0.009,-3.5,-0.3,3500000,Utah Jazz,17,65,0.207,10-31,7-34,West,30,-0.028571428571428574
Chris Paul,SAS,PG,39.0,82.0,82.0,28.0,0.427,0.377,0.924,3.6,7.4,1.3,0.3,1.6,8.8,14.7,0.58,14.0,5.7,0.12,0.8,1.6,10460000,San Antonio Spurs,34,48,0.415,20-20,13-27,West,23,0.5449330783938814
Kentavious Caldwell-Pope,ORL,SG,31.0,77.0,77.0,29.6,0.439,0.342,0.863,2.2,1.8,1.3,0.4,0.8,8.7,9.9,0.574,12.4,4.6,0.096,-1.4,0.3,22757000,Orlando Magic,41,41,0.5,22-19,19-22,East,15,0.20213560662653246
Isaiah Collier,UTA,PG,20.0,71.0,46.0,25.9,0.422,0.249,0.682,3.3,6.3,0.9,0.2,2.9,8.7,9.7,0.494,18.9,-0.8,-0.021,-5.3,-1.6,2520120,Utah Jazz,17,65,0.207,10-31,7-34,West,30,-0.31744520102217355
Dante Exum,DAL,PG,29.0,20.0,13.0,18.6,0.478,0.434,0.742,1.7,2.8,0.6,0.2,1.1,8.7,13.6,0.589,19.6,0.6,0.083,-2.3,0.0,3150000,Dallas Mavericks,39,43,0.476,22-18,17-25,West,18,0.19047619047619047
Kyshawn George,WAS,SG,21.0,68.0,38.0,26.5,0.372,0.322,0.753,4.2,2.5,1.0,0.7,1.4,8.7,8.8,0.503,15.9,0.1,0.003,-4.1,-0.9,2825520,Washington Wizards,18,64,0.22,8-32,10-31,East,29,0.03539171550723407
Jaden Hardy,DAL,SG,22.0,57.0,3.0,15.9,0.435,0.386,0.698,1.6,1.4,0.5,0.1,1.4,8.7,10.4,0.549,25.3,-0.3,-0.016,-4.7,-0.6,2019699,Dallas Mavericks,39,43,0.476,22-18,17-25,West,18,-0.14853698496657175
Dereck Lively II,DAL,C,20.0,36.0,29.0,23.1,0.702,,0.63,7.5,2.4,0.6,1.6,1.1,8.7,20.1,0.704,13.6,3.4,0.199,3.3,1.1,5014560,Dallas Mavericks,39,43,0.476,22-18,17-25,West,18,0.6780255894834242
Tyrese Martin,BRK,SG,25.0,60.0,11.0,21.9,0.406,0.351,0.793,3.7,2.0,0.6,0.2,1.2,8.7,10.9,0.533,18.8,0.9,0.033,-2.6,-0.2,635853,Brooklyn Nets,26,56,0.317,12-29,14-27,East,25,1.4154214889290448
Matas Buzelis,CHI,SF,20.0,80.0,31.0,18.9,0.454,0.361,0.815,3.5,1.0,0.4,0.9,0.9,8.6,12.5,0.571,18.7,1.9,0.06,-2.5,-0.2,5195520,Chicago Bulls,39,43,0.476,18-23,21-20,East,18,0.3656996797240699
Jaime Jaquez Jr.,MIA,SF,23.0,66.0,17.0,20.7,0.461,0.311,0.754,4.4,2.5,0.9,0.2,1.5,8.6,14.3,0.543,20.2,2.3,0.081,-0.9,0.4,3685800,Miami Heat,37,45,0.451,19-22,17-23,East,20,0.6240164957404091
Ja'Kobe Walter,TOR,SG,20.0,52.0,18.0,21.2,0.405,0.349,0.795,3.1,1.6,0.8,0.2,1.0,8.6,10.8,0.523,18.2,1.2,0.052,-3.0,-0.3,3565000,Toronto Raptors,30,52,0.366,18-23,12-29,East,24,0.33660589060308554
Sam Hauser,BOS,PF,27.0,71.0,19.0,21.7,0.451,0.416,1.0,3.2,0.9,0.6,0.2,0.3,8.5,12.8,0.632,14.3,4.4,0.136,0.8,1.1,2092344,Boston Celtics,61,21,0.744,28-13,33-8,East,3,2.1029046848892916
Larry Nance Jr.,ATL,PF,32.0,24.0,3.0,19.3,0.516,0.447,0.692,4.3,1.6,0.8,0.5,0.7,8.5,16.0,0.632,15.7,1.3,0.131,1.8,0.4,11205000,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,0.11601963409192326
Cason Wallace,OKC,SG,21.0,68.0,43.0,27.6,0.474,0.356,0.811,3.4,2.5,1.8,0.5,0.9,8.4,12.3,0.562,12.8,5.2,0.133,1.0,1.5,5555880,Oklahoma City Thunder,68,14,0.829,35-6,32-8,West,1,0.9359453407920978
Dalano Banton,POR,PG,25.0,67.0,7.0,16.7,0.391,0.324,0.728,2.0,2.4,0.6,0.5,1.3,8.3,12.9,0.497,24.1,0.8,0.033,-0.8,0.3,2196970,Portland Trail Blazers,36,46,0.439,22-19,14-27,West,21,0.3641378808085682
Brandon Clarke,MEM,PF,28.0,64.0,18.0,18.9,0.621,0.059,0.701,5.1,1.0,0.8,0.6,0.6,8.3,17.6,0.638,15.3,4.4,0.174,0.8,0.9,12500000,Memphis Grizzlies,48,34,0.585,26-15,22-19,West,11,0.35200000000000004
Keon Ellis,SAC,SG,25.0,80.0,28.0,24.4,0.489,0.433,0.849,2.7,1.5,1.5,0.8,0.9,8.3,13.5,0.664,12.7,5.0,0.122,1.9,1.9,2120693,Sacramento Kings,40,42,0.488,20-21,20-21,West,16,2.35771985855567
Mike Conley,MIN,PG,37.0,71.0,64.0,24.7,0.4,0.41,0.9,2.6,4.5,1.1,0.2,1.1,8.2,13.3,0.573,14.4,5.2,0.142,1.2,1.4,9975962,Minnesota Timberwolves,49,33,0.598,25-16,24-17,West,10,0.5212529879323918
Taurean Prince,MIL,SF,30.0,80.0,73.0,27.1,0.457,0.439,0.813,3.6,1.9,1.0,0.2,1.0,8.2,9.8,0.613,12.5,3.5,0.077,-1.7,0.1,2087519,Milwaukee Bucks,48,34,0.585,27-14,20-20,East,11,1.676631446228753
Jalen Smith,CHI,C,24.0,64.0,2.0,15.0,0.466,0.324,0.809,5.6,1.0,0.3,0.7,0.6,8.2,18.7,0.586,21.0,2.9,0.146,0.9,0.7,8571429,Chicago Bulls,39,43,0.476,18-23,21-20,East,18,0.3383333164166675
Quinten Post,GSW,PF,24.0,42.0,14.0,16.3,0.449,0.408,0.778,3.5,1.3,0.4,0.4,0.8,8.1,14.2,0.595,19.6,1.7,0.116,0.1,0.4,438920,Golden State Warriors,48,34,0.585,24-17,24-17,West,11,3.8731431695981047
Peyton Watson,DEN,SF,22.0,68.0,18.0,24.4,0.477,0.353,0.693,3.4,1.4,0.7,1.4,0.8,8.1,11.4,0.564,13.9,2.5,0.073,-1.8,0.1,2413560,Denver Nuggets,50,32,0.61,26-15,24-17,West,6,1.0358143157824955
Day'Ron Sharpe,BRK,C,23.0,50.0,2.0,18.2,0.521,0.244,0.757,6.6,1.8,0.8,0.8,1.3,7.9,19.7,0.568,19.9,2.7,0.141,0.9,0.7,3989122,Brooklyn Nets,26,56,0.317,12-29,14-27,East,25,0.6768406681971623
Karlo Matkovic,NOP,PF,23.0,42.0,7.0,18.8,0.574,0.318,0.773,5.0,1.1,0.5,1.0,1.0,7.7,15.6,0.639,15.9,1.6,0.096,-2.0,0.0,1407153,New Orleans Pelicans,21,61,0.256,14-27,7-34,West,27,1.1370476415855277
Lonzo Ball,CHI,PG,27.0,35.0,14.0,22.2,0.366,0.344,0.815,3.4,3.3,1.3,0.5,1.2,7.6,12.2,0.524,15.9,1.2,0.075,0.2,0.4,21395348,Chicago Bulls,39,43,0.476,18-23,21-20,East,18,0.056086958716446214
Garrison Mathews,ATL,SG,28.0,47.0,2.0,17.7,0.397,0.39,0.821,1.9,1.3,0.6,0.3,0.7,7.5,11.2,0.606,15.9,1.5,0.087,-1.6,0.1,2230253,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,0.672569434947515
Matisse Thybulle,POR,SG,27.0,15.0,5.0,20.8,0.477,0.438,0.467,3.5,1.9,2.2,0.6,0.9,7.5,17.0,0.592,14.4,0.9,0.146,5.0,0.6,11025160,Portland Trail Blazers,36,46,0.439,22-19,14-27,West,21,0.08163146838685335
Josh Green,CHO,SG,24.0,68.0,67.0,27.8,0.428,0.391,0.681,2.5,1.6,1.1,0.2,1.0,7.4,7.8,0.559,11.8,1.5,0.037,-4.3,-1.1,12654321,Charlotte Hornets,19,63,0.232,12-29,7-34,East,28,0.11853658525020822
Richaun Holmes,WAS,PF,31.0,31.0,7.0,17.2,0.647,0.0,0.833,5.7,1.4,0.3,0.7,0.7,7.4,19.8,0.695,14.7,2.0,0.178,1.1,0.4,12648321,Washington Wizards,18,64,0.22,8-32,10-31,East,29,0.15812375413305846
Alec Burks,MIA,SG,33.0,49.0,14.0,17.6,0.424,0.425,0.776,2.5,1.1,0.6,0.1,0.6,7.3,12.8,0.608,16.5,1.8,0.1,0.3,0.5,2087519,Miami Heat,37,45,0.451,19-22,17-23,East,20,0.8622676009176444
Ricky Council IV,PHI,SF,23.0,73.0,12.0,17.1,0.382,0.258,0.804,2.9,1.3,0.4,0.2,0.7,7.3,11.6,0.502,20.3,0.6,0.023,-4.3,-0.7,1891857,Philadelphia 76ers,24,58,0.293,12-29,12-29,East,26,0.31714870627113995
Andre Drummond,PHI,C,31.0,40.0,23.0,18.8,0.5,0.15,0.622,7.8,0.9,1.0,0.5,1.4,7.3,16.0,0.535,19.1,1.2,0.078,-3.2,-0.2,5000000,Philadelphia 76ers,24,58,0.293,12-29,12-29,East,26,0.24
Goga Bitadze,ORL,C,25.0,70.0,42.0,20.4,0.611,0.107,0.639,6.6,2.0,0.7,1.4,1.0,7.2,19.2,0.631,14.3,5.8,0.195,2.5,1.6,9057971,Orlando Magic,41,41,0.5,22-19,19-22,East,15,0.6403200010245119
Vit Krejci,ATL,PG,24.0,57.0,16.0,20.2,0.497,0.437,0.711,2.7,2.6,0.6,0.5,0.9,7.2,12.7,0.661,12.9,2.6,0.11,0.7,0.8,2162606,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,1.2022532074728363
Sam Merrill,CLE,SG,28.0,71.0,4.0,19.7,0.406,0.372,0.966,2.2,1.5,0.7,0.2,0.5,7.2,11.1,0.583,14.3,3.3,0.113,0.3,0.8,2164993,Cleveland Cavaliers,64,18,0.78,34-7,30-11,East,2,1.5242543509378552
Jamison Battle,TOR,SF,23.0,59.0,10.0,17.7,0.429,0.405,0.889,2.7,0.9,0.3,0.2,0.5,7.1,10.7,0.59,15.3,1.7,0.079,-2.3,-0.1,1000000,Toronto Raptors,30,52,0.366,18-23,12-29,East,24,1.7
Alex Caruso,OKC,SG,30.0,54.0,3.0,19.3,0.446,0.353,0.824,2.9,2.5,1.6,0.6,0.7,7.1,15.9,0.568,15.2,3.9,0.18,4.0,1.6,9890000,Oklahoma City Thunder,68,14,0.829,35-6,32-8,West,1,0.39433771486349845
Jamal Shead,TOR,PG,22.0,75.0,11.0,19.6,0.405,0.323,0.768,1.5,4.2,0.8,0.1,1.6,7.1,9.9,0.499,18.6,0.8,0.027,-4.1,-0.8,1862265,Toronto Raptors,30,52,0.366,18-23,12-29,East,24,0.429584403938215
Jeff Dowtin Jr.,PHI,PG,27.0,41.0,3.0,15.1,0.487,0.4,0.733,1.5,1.9,0.6,0.3,0.4,7.0,16.1,0.57,18.6,1.3,0.103,0.2,0.3,2196970,Philadelphia 76ers,24,58,0.293,12-29,12-29,East,26,0.5917240563139233
Isaiah Jackson,IND,C,23.0,5.0,1.0,16.8,0.609,,0.5,5.6,1.0,0.6,1.6,1.0,7.0,18.2,0.6,17.6,0.3,0.153,0.8,0.1,4435381,Indiana Pacers,50,32,0.61,29-11,20-20,East,6,0.0676379323444818
Ryan Dunn,PHO,SF,22.0,74.0,44.0,19.1,0.43,0.311,0.487,3.6,0.8,0.6,0.5,0.5,6.9,10.7,0.517,16.7,1.0,0.034,-4.1,-0.7,2538240,Phoenix Suns,36,46,0.439,24-17,12-29,West,21,0.3939737771053959
Jay Huff,MEM,C,26.0,64.0,2.0,11.7,0.515,0.405,0.786,2.0,0.6,0.3,0.9,0.5,6.9,18.2,0.666,19.6,2.5,0.162,3.5,1.1,2088033,Memphis Grizzlies,48,34,0.585,26-15,22-19,West,11,1.1972990848324716
Cameron Payne,NYK,PG,30.0,72.0,5.0,15.1,0.401,0.363,0.907,1.4,2.8,0.5,0.2,0.7,6.9,13.8,0.532,20.8,2.3,0.099,-0.2,0.5,2087519,New York Knicks,51,31,0.622,27-14,24-17,East,5,1.1017863789503233
Antonio Reeves,NOP,SG,24.0,44.0,6.0,15.0,0.456,0.395,0.8,1.4,0.9,0.5,0.1,0.7,6.9,11.7,0.579,18.8,0.4,0.029,-3.2,-0.2,1157153,New Orleans Pelicans,21,61,0.256,14-27,7-34,West,27,0.34567598234632757
Bol Bol,PHO,PF,25.0,36.0,10.0,12.4,0.525,0.344,0.769,2.9,0.6,0.3,0.7,0.6,6.8,18.4,0.627,21.1,0.9,0.097,0.8,0.3,2087519,Phoenix Suns,36,46,0.439,24-17,12-29,West,21,0.4311338004588222
Eric Gordon,PHI,SG,36.0,39.0,13.0,19.7,0.426,0.409,0.75,1.2,1.7,0.7,0.3,0.7,6.8,10.8,0.591,14.4,0.9,0.053,-1.6,0.1,3303771,Philadelphia 76ers,24,58,0.293,12-29,12-29,East,26,0.27241597556247094
Jaxson Hayes,LAL,C,24.0,56.0,35.0,19.5,0.722,0.0,0.622,4.8,1.0,0.6,0.9,0.8,6.8,15.8,0.72,12.4,3.7,0.162,-0.3,0.5,2463946,Los Angeles Lakers,50,32,0.61,31-10,19-22,West,6,1.5016562862984824
DaQuan Jeffries,CHO,SG,27.0,47.0,20.0,22.8,0.405,0.335,0.8,2.9,1.1,0.6,0.5,0.7,6.7,7.9,0.518,13.5,0.6,0.027,-4.7,-0.7,2425204,Charlotte Hornets,19,63,0.232,12-29,7-34,East,28,0.24740186804903835
Precious Achiuwa,NYK,C,25.0,57.0,10.0,20.5,0.502,0.278,0.594,5.6,1.0,0.8,0.7,0.8,6.6,13.6,0.53,14.9,2.3,0.095,-1.9,0.0,6000000,New York Knicks,51,31,0.622,27-14,24-17,East,5,0.3833333333333333
Trayce Jackson-Davis,GSW,C,24.0,62.0,37.0,15.6,0.576,0.0,0.578,5.0,1.7,0.4,0.6,0.7,6.6,18.5,0.587,17.1,3.4,0.167,1.2,0.8,1891857,Golden State Warriors,48,34,0.585,24-17,24-17,West,11,1.7971760022031265
Marcus Sasser,DET,PG,24.0,57.0,1.0,14.2,0.463,0.382,0.843,1.2,2.3,0.6,0.1,0.9,6.6,14.0,0.589,19.4,1.8,0.108,-0.6,0.3,2755080,Detroit Pistons,44,38,0.537,22-19,22-19,East,14,0.6533385600418137
Vince Williams Jr.,MEM,SG,24.0,27.0,5.0,18.5,0.401,0.274,0.792,3.6,2.0,0.4,0.3,1.2,6.6,9.2,0.504,17.0,0.4,0.04,-2.8,-0.1,2120693,Memphis Grizzlies,48,34,0.585,26-15,22-19,West,11,0.1886175886844536
Donovan Clingan,POR,C,20.0,67.0,37.0,19.8,0.539,0.286,0.596,7.9,1.1,0.5,1.6,1.1,6.5,17.4,0.574,14.2,4.0,0.144,-0.3,0.6,6586440,Portland Trail Blazers,36,46,0.439,22-19,14-27,West,21,0.6073083486678692
Seth Curry,CHO,SG,34.0,68.0,14.0,15.6,0.478,0.456,0.846,1.7,0.9,0.4,0.1,0.5,6.5,12.2,0.616,15.7,1.8,0.08,-1.7,0.1,2087519,Charlotte Hornets,19,63,0.232,12-29,7-34,East,28,0.8622676009176444
Haywood Highsmith,MIA,SF,28.0,74.0,42.0,24.6,0.458,0.382,0.721,3.4,1.5,0.9,0.5,0.7,6.5,9.9,0.583,11.3,3.3,0.088,-1.9,0.1,5200000,Miami Heat,37,45,0.451,19-22,17-23,East,20,0.6346153846153846
Talen Horton-Tucker,CHI,SG,24.0,58.0,0.0,12.5,0.457,0.336,0.735,1.7,1.4,0.4,0.2,0.7,6.5,13.8,0.567,21.6,1.1,0.075,-2.4,-0.1,2087519,Chicago Bulls,39,43,0.476,18-23,21-20,East,18,0.5269413116718938
Trey Lyles,SAC,PF,29.0,69.0,5.0,19.6,0.42,0.34,0.7,4.6,1.2,0.6,0.3,0.6,6.5,12.3,0.551,14.3,2.6,0.091,-0.7,0.4,8000000,Sacramento Kings,40,42,0.488,20-21,20-21,West,16,0.325
Ajay Mitchell,OKC,SG,22.0,36.0,1.0,16.6,0.495,0.383,0.829,1.9,1.8,0.7,0.1,0.8,6.5,12.0,0.587,16.2,1.5,0.122,-1.6,0.1,3000000,Oklahoma City Thunder,68,14,0.829,35-6,32-8,West,1,0.5
Gary Payton II,GSW,SG,32.0,62.0,11.0,15.0,0.574,0.326,0.711,3.0,1.3,0.8,0.3,0.6,6.5,16.2,0.635,16.1,3.0,0.155,1.4,0.8,9130000,Golden State Warriors,48,34,0.585,24-17,24-17,West,11,0.32858707557502737
Kris Dunn,LAC,PG,30.0,74.0,58.0,24.1,0.439,0.335,0.682,3.4,2.8,1.7,0.4,1.0,6.4,11.3,0.531,12.7,4.0,0.108,0.6,1.2,5168000,LA Clippers,50,32,0.61,30-11,20-21,West,6,0.7739938080495355
Gabe Vincent,LAL,PG,28.0,72.0,11.0,21.2,0.4,0.353,0.714,1.3,1.4,0.7,0.2,0.6,6.4,7.4,0.536,13.5,1.3,0.039,-4.0,-0.8,11000000,Los Angeles Lakers,50,32,0.61,31-10,19-22,West,6,0.11818181818181818
Sandro Mamukelashvili,SAS,PF,25.0,61.0,0.0,11.2,0.502,0.373,0.741,3.1,0.8,0.4,0.3,0.4,6.3,19.7,0.628,20.8,2.2,0.152,2.3,0.7,2087519,San Antonio Spurs,34,48,0.415,20-20,13-27,West,23,1.0538826233437877
Jeremiah Robinson-Earl,NOP,PF,24.0,66.0,9.0,18.8,0.455,0.341,0.836,4.8,1.3,0.6,0.1,0.8,6.3,12.9,0.563,14.4,1.7,0.067,-2.5,-0.2,2196970,New Orleans Pelicans,21,61,0.256,14-27,7-34,West,27,0.7737929967182073
Kenrich Williams,OKC,PF,30.0,69.0,7.0,16.4,0.483,0.386,0.718,3.5,1.4,0.6,0.1,0.6,6.3,13.7,0.587,15.4,3.6,0.151,0.6,0.7,6669000,Oklahoma City Thunder,68,14,0.829,35-6,32-8,West,1,0.5398110661268557
Jonathan Mogbo,TOR,PF,23.0,63.0,18.0,20.4,0.438,0.243,0.732,4.9,2.3,0.9,0.5,1.1,6.2,11.9,0.496,15.0,1.9,0.071,-1.9,0.0,1862265,Toronto Raptors,30,52,0.366,18-23,12-29,East,24,1.0202629593532606
Ryan Rollins,MIL,PG,22.0,56.0,19.0,14.6,0.487,0.408,0.8,1.9,1.9,0.8,0.3,0.9,6.2,14.0,0.6,18.4,1.7,0.101,-0.5,0.3,491887,Milwaukee Bucks,48,34,0.585,27-14,20-20,East,11,3.4560783269328117
Isaac Okoro,CLE,SG,24.0,55.0,22.0,19.1,0.464,0.371,0.717,2.4,1.2,0.6,0.3,0.4,6.1,10.7,0.587,12.5,2.5,0.115,-0.5,0.4,10185185,Cleveland Cavaliers,64,18,0.78,34-7,30-11,East,2,0.24545454991735544
Jarace Walker,IND,PF,21.0,75.0,5.0,15.8,0.472,0.405,0.667,3.1,1.5,0.7,0.3,1.0,6.1,11.9,0.59,17.1,1.6,0.065,-0.9,0.3,6362520,Indiana Pacers,50,32,0.61,29-11,20-20,East,6,0.2514726869227916
Mouhamed Gueye,ATL,PF,22.0,33.0,28.0,16.2,0.421,0.259,0.762,4.2,0.8,0.8,1.0,0.5,6.0,14.4,0.52,15.7,1.2,0.106,-0.6,0.2,1891858,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,0.6342970772647841
Luke Kornet,BOS,C,29.0,73.0,16.0,18.6,0.668,0.0,0.691,5.3,1.6,0.5,1.0,0.4,6.0,19.6,0.683,11.4,7.0,0.246,3.3,1.8,2087519,Boston Celtics,61,21,0.744,28-13,33-8,East,3,3.353262892457506
Isaiah Stewart,DET,C,23.0,72.0,4.0,19.9,0.559,0.321,0.759,5.5,1.7,0.4,1.4,0.9,6.0,14.6,0.616,12.4,4.3,0.144,0.6,0.9,15000000,Detroit Pistons,44,38,0.537,22-19,22-19,East,14,0.2866666666666667
James Wiseman,IND,C,23.0,1.0,0.0,5.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,31.2,0.615,42.2,0.0,0.237,1.6,0.0,2237691,Indiana Pacers,50,32,0.61,29-11,20-20,East,6,0.0
Simone Fontecchio,DET,SF,29.0,75.0,0.0,16.5,0.402,0.335,0.833,2.9,0.9,0.4,0.2,0.7,5.9,9.7,0.544,15.8,1.6,0.063,-2.9,-0.3,7692308,Detroit Pistons,44,38,0.537,22-19,22-19,East,14,0.20799999168000036
Tidjane Salaun,CHO,PF,19.0,60.0,10.0,20.7,0.33,0.283,0.713,4.7,1.2,0.5,0.2,1.0,5.9,7.7,0.457,15.2,0.0,0.002,-5.2,-1.0,7488720,Charlotte Hornets,19,63,0.232,12-29,7-34,East,28,0.0
Jaylin Williams,OKC,PF,22.0,47.0,9.0,16.7,0.439,0.399,0.767,5.6,2.6,0.5,0.6,0.7,5.9,16.4,0.594,14.6,3.3,0.199,4.3,1.2,2019699,Oklahoma City Thunder,68,14,0.829,35-6,32-8,West,1,1.6339068346322891
Adem Bona,PHI,C,21.0,58.0,11.0,15.6,0.703,0.0,0.67,4.2,0.5,0.4,1.2,1.1,5.8,16.5,0.714,14.3,2.3,0.121,-2.7,-0.2,1157153,Philadelphia 76ers,24,58,0.293,12-29,12-29,East,26,1.9876368984913833
Moussa Diabate,CHO,C,23.0,71.0,8.0,17.5,0.596,0.0,0.595,6.2,0.8,0.6,0.6,0.9,5.7,16.5,0.609,13.4,3.2,0.125,-1.9,0.0,957763,Charlotte Hornets,19,63,0.232,12-29,7-34,East,28,3.3411188362883095
Landry Shamet,NYK,SG,27.0,50.0,0.0,15.2,0.461,0.397,0.667,1.2,0.5,0.5,0.0,0.4,5.7,9.7,0.601,14.8,1.0,0.065,-2.4,-0.1,1343690,New York Knicks,51,31,0.622,27-14,24-17,East,5,0.7442192767677068
Dariq Whitehead,BRK,SF,20.0,20.0,0.0,12.3,0.406,0.446,0.6,1.5,0.6,0.3,0.1,0.8,5.7,9.4,0.58,20.1,0.1,0.01,-3.7,-0.1,3114240,Brooklyn Nets,26,56,0.317,12-29,14-27,East,25,0.03211056309083436
Jordan Goodwin,LAL,PG,26.0,29.0,5.0,18.7,0.438,0.382,0.818,3.9,1.4,1.0,0.4,0.9,5.6,12.1,0.541,14.1,1.0,0.084,-0.8,0.2,223718,Los Angeles Lakers,50,32,0.61,31-10,19-22,West,6,4.469913015492718
Aaron Holiday,HOU,PG,28.0,62.0,3.0,12.8,0.437,0.398,0.829,1.3,1.3,0.3,0.2,0.6,5.5,12.2,0.594,16.8,2.0,0.122,-0.2,0.3,4668000,Houston Rockets,52,30,0.634,29-12,23-17,West,4,0.4284490145672665
Jeff Green,HOU,PF,38.0,32.0,3.0,12.4,0.504,0.367,0.808,1.8,0.6,0.2,0.1,0.3,5.4,13.6,0.649,14.7,1.3,0.159,0.4,0.2,8000000,Houston Rockets,52,30,0.634,29-12,23-17,West,4,0.1625
Jonathan Isaac,ORL,PF,27.0,71.0,1.0,15.4,0.414,0.258,0.682,4.4,0.6,0.9,1.1,0.5,5.4,16.6,0.512,16.2,3.4,0.148,0.7,0.7,25000000,Orlando Magic,41,41,0.5,22-19,19-22,East,15,0.136
Dean Wade,CLE,PF,28.0,59.0,30.0,21.2,0.413,0.36,0.533,4.2,1.3,0.7,0.3,0.4,5.4,10.1,0.563,10.4,3.0,0.113,0.3,0.7,6166667,Cleveland Cavaliers,64,18,0.78,34-7,30-11,East,2,0.48648646018992103
Kobe Bufkin,ATL,SG,21.0,10.0,0.0,12.4,0.383,0.211,0.722,2.1,1.7,0.3,0.2,0.8,5.3,10.5,0.483,20.8,0.0,0.018,-4.0,-0.1,4299000,Atlanta Hawks,40,42,0.488,21-19,19-22,East,16,0.0
Pat Connaughton,MIL,SG,32.0,41.0,1.0,14.7,0.469,0.321,0.774,2.7,1.7,0.2,0.3,0.6,5.3,12.1,0.567,15.6,1.2,0.093,-2.3,0.0,9423869,Milwaukee Bucks,48,34,0.585,27-14,20-20,East,11,0.12733623525539245
Kevin Love,MIA,PF,36.0,23.0,9.0,10.9,0.357,0.358,0.696,4.1,1.0,0.7,0.2,0.6,5.3,16.2,0.488,24.6,0.4,0.083,0.4,0.2,3850000,Miami Heat,37,45,0.451,19-22,17-23,East,20,0.1038961038961039
Ben Sheppard,IND,SG,23.0,63.0,9.0,19.5,0.418,0.342,0.889,2.8,1.3,0.6,0.2,0.3,5.3,9.2,0.555,11.3,2.1,0.081,-2.0,0.0,2663880,Indiana Pacers,50,32,0.61,29-11,20-20,East,6,0.788323798369296
Monte Morris,PHO,PG,29.0,45.0,0.0,12.7,0.426,0.36,0.857,1.5,1.6,0.4,0.1,0.5,5.2,13.1,0.546,18.1,0.8,0.064,-1.8,0.0,2087519,Phoenix Suns,36,46,0.439,24-17,12-29,West,21,0.3832300448522864
Jabari Walker,POR,PF,22.0,60.0,1.0,12.5,0.515,0.389,0.69,3.5,0.6,0.6,0.1,0.6,5.2,15.0,0.601,16.3,2.0,0.128,-0.8,0.2,2019699,Portland Trail Blazers,36,46,0.439,22-19,14-27,West,21,0.9902465664438116
